433691,12,

7th
MATH,95,99,96,95,98,96,
ENG,91,90,87,90,92,88,
SCI,96,94,94,94,99,96,
SOC,75,74,71,74,76,76,
PE,92,96,95,95,92,92,
ART,91,89,92,90,92,92,

8th
MATH,97,94,95,93,97,94,
ENG,90,88,92,91,92,89,
SCI,94,94,96,97,95,94,
SOC,68,68,71,68,70,73,
PE,93,92,94,97,93,97,
ART,93,91,92,93,94,91,

9th
MATH,95,94,95,93,93,98,
ENG,89,91,87,86,88,91,
SCI,95,94,92,91,94,92,
SOC,72,72,76,73,73,71,
PE,93,91,95,92,94,93,
ART,89,91,89,93,89,91,

10th
MATH,95,100,99,100,95,98,
ENG,88,85,88,85,89,84,
SCI,91,94,93,93,91,90,
SOC,76,74,77,77,73,76,
PE,95,95,95,96,94,92,
ART,92,89,89,94,90,91,

11th
MATH,99,100,100,99,100,99,
ENG,86,83,86,87,87,82,
SCI,93,92,95,94,91,92,
SOC,80,77,77,81,78,82,
PE,96,95,91,92,93,95,
ART,93,88,92,92,90,90,
