267882,12,

7th
MATH,81,82,82,85,86,82,
ENG,77,80,77,77,80,76,
SCI,87,91,88,87,92,89,
SOC,91,88,89,89,88,89,
PE,96,96,96,97,98,94,
ART,93,91,89,92,91,93,

8th
MATH,84,81,85,84,83,85,
ENG,79,75,79,75,75,76,
SCI,84,87,85,89,87,85,
SOC,90,89,90,90,92,89,
PE,97,94,96,99,97,97,
ART,91,93,90,90,91,92,

9th
MATH,86,82,81,83,83,83,
ENG,76,75,73,76,77,74,
SCI,81,85,82,80,80,83,
SOC,88,88,90,90,89,86,
PE,95,94,96,99,94,99,
ART,91,92,93,88,91,90,

10th
MATH,87,85,85,87,84,83,
ENG,74,74,77,76,76,74,
SCI,86,82,82,87,83,84,
SOC,85,83,86,87,86,87,
PE,99,96,95,99,96,99,
ART,88,93,92,88,90,88,

11th
MATH,85,83,82,86,86,83,
ENG,76,75,78,79,76,77,
SCI,85,83,88,87,87,83,
SOC,80,82,80,84,80,85,
PE,96,98,97,94,94,98,
ART,89,92,90,93,89,92,
