126452,12,

7th
MATH,94,95,96,96,94,91,
ENG,95,95,95,100,99,99,
SCI,95,96,96,97,99,95,
SOC,75,75,71,72,70,74,
PE,100,99,98,97,99,97,
ART,80,82,80,85,85,81,

8th
MATH,91,93,92,93,94,95,
ENG,100,97,99,96,98,99,
SCI,95,96,99,98,97,96,
SOC,67,67,69,72,72,72,
PE,99,100,98,99,99,97,
ART,83,85,85,82,81,84,

9th
MATH,92,94,94,93,90,94,
ENG,96,94,95,99,94,95,
SCI,97,97,99,95,99,98,
SOC,69,73,70,71,74,69,
PE,98,96,99,98,95,98,
ART,85,81,83,85,82,81,

10th
MATH,93,94,95,93,90,91,
ENG,97,94,94,95,97,98,
SCI,100,100,99,100,100,98,
SOC,74,74,69,72,74,72,
PE,98,100,95,96,95,96,
ART,84,81,80,84,83,84,

11th
MATH,92,92,90,92,92,91,
ENG,96,98,96,97,98,95,
SCI,100,99,100,100,98,99,
SOC,68,68,69,67,67,66,
PE,99,96,96,100,98,100,
ART,83,83,79,80,82,81,
