755108,11,

7th
MATH,81,81,80,77,79,79,
ENG,77,79,80,81,78,81,
SCI,76,78,76,79,80,78,
SOC,78,75,79,79,76,80,
PE,97,96,96,96,95,97,
ART,88,90,88,87,91,91,

8th
MATH,83,81,81,78,83,80,
ENG,79,84,81,81,81,82,
SCI,81,81,81,77,81,77,
SOC,76,79,78,80,75,77,
PE,94,94,99,99,99,99,
ART,91,86,89,90,91,89,

9th
MATH,79,82,79,82,82,80,
ENG,80,79,80,83,79,81,
SCI,80,75,80,75,77,77,
SOC,77,81,76,79,77,81,
PE,99,95,97,99,97,95,
ART,92,91,88,87,91,92,

10th
MATH,82,82,85,85,81,86,
ENG,80,82,84,82,80,79,
SCI,77,77,73,76,72,77,
SOC,77,77,78,80,80,79,
PE,95,97,95,95,99,96,
ART,85,89,86,87,86,89,
