252377,12,

7th
MATH,82,86,81,82,85,83,
ENG,90,91,93,93,92,91,
SCI,70,72,73,73,71,72,
SOC,86,86,84,85,83,85,
PE,94,94,97,95,98,93,
ART,82,82,77,80,82,80,

8th
MATH,79,80,78,81,81,82,
ENG,90,90,90,91,91,95,
SCI,75,71,73,73,74,75,
SOC,82,84,83,84,82,83,
PE,94,96,96,93,92,96,
ART,82,81,80,80,79,79,

9th
MATH,85,81,85,83,80,80,
ENG,93,92,92,92,95,92,
SCI,72,68,70,68,72,70,
SOC,81,83,81,79,80,81,
PE,96,96,96,96,97,95,
ART,79,80,82,81,78,81,

10th
MATH,84,86,87,85,84,82,
ENG,93,93,94,91,96,91,
SCI,75,74,75,70,70,74,
SOC,83,80,84,83,84,81,
PE,95,96,98,97,99,100,
ART,78,79,82,82,82,80,

11th
MATH,87,87,89,89,84,84,
ENG,90,94,93,93,95,92,
SCI,68,72,70,69,69,70,
SOC,81,82,80,82,79,83,
PE,96,98,100,97,99,99,
ART,82,79,81,78,82,77,
