526901,11,

7th
MATH,94,94,93,93,97,92,
ENG,83,81,82,84,84,84,
SCI,94,94,95,94,96,96,
SOC,81,84,81,82,84,84,
PE,96,97,93,92,94,96,
ART,88,88,85,90,88,87,

8th
MATH,97,97,93,95,93,95,
ENG,77,78,80,80,78,78,
SCI,94,95,93,93,95,92,
SOC,82,79,83,84,81,82,
PE,93,95,96,94,92,97,
ART,88,86,86,87,87,88,

9th
MATH,96,91,91,95,94,91,
ENG,74,76,76,72,77,74,
SCI,93,95,95,93,95,93,
SOC,83,85,82,86,83,82,
PE,92,96,95,92,97,95,
ART,88,89,86,88,86,86,

10th
MATH,91,91,92,91,94,94,
ENG,71,71,68,70,69,67,
SCI,94,92,94,91,91,95,
SOC,79,83,80,80,84,81,
PE,94,93,92,97,97,96,
ART,83,86,86,84,88,84,
