889632,12,

7th
MATH,86,86,88,88,85,85,
ENG,71,73,72,72,75,74,
SCI,73,70,72,68,68,69,
SOC,94,91,92,92,96,91,
PE,94,94,97,96,96,94,
ART,81,81,84,82,81,84,

8th
MATH,88,83,88,88,88,84,
ENG,75,71,74,75,72,71,
SCI,74,74,73,70,71,72,
SOC,92,89,92,89,89,93,
PE,94,93,97,96,93,92,
ART,87,84,87,84,84,84,

9th
MATH,82,82,84,86,82,83,
ENG,71,73,73,75,73,74,
SCI,72,71,71,70,72,73,
SOC,92,91,90,92,90,91,
PE,96,92,93,94,91,95,
ART,82,84,83,81,80,83,

10th
MATH,85,84,85,86,85,85,
ENG,76,71,75,71,71,75,
SCI,71,73,68,68,68,71,
SOC,91,90,90,89,92,92,
PE,94,91,96,96,95,95,
ART,81,81,81,81,80,80,

11th
MATH,82,85,83,81,83,85,
ENG,73,74,72,73,71,75,
SCI,71,70,72,72,68,71,
SOC,88,91,91,88,91,91,
PE,96,94,92,96,95,91,
ART,77,78,80,76,80,79,
