619397,11,

7th
MATH,70,70,71,72,73,72,
ENG,96,96,100,99,97,96,
SCI,72,75,77,74,77,74,
SOC,78,80,80,78,82,81,
PE,98,98,100,99,100,98,
ART,85,86,84,83,88,83,

8th
MATH,75,76,76,78,78,76,
ENG,97,100,97,97,95,97,
SCI,72,71,72,72,72,76,
SOC,79,80,80,81,80,83,
PE,98,97,97,100,100,100,
ART,88,86,87,88,86,88,

9th
MATH,76,78,76,79,76,79,
ENG,95,95,94,94,96,98,
SCI,71,72,75,70,75,70,
SOC,83,80,84,82,83,83,
PE,100,98,100,100,98,97,
ART,83,87,83,84,84,82,

10th
MATH,76,75,76,72,73,77,
ENG,95,96,95,96,93,96,
SCI,71,74,70,71,70,73,
SOC,78,80,82,81,83,81,
PE,97,95,99,98,97,98,
ART,84,81,79,80,82,84,
