428433,12,

7th
MATH,78,80,79,78,78,82,
ENG,89,89,92,90,87,89,
SCI,89,89,90,91,90,87,
SOC,70,69,70,70,73,71,
PE,94,99,99,98,99,99,
ART,90,91,90,95,91,94,

8th
MATH,81,80,77,81,77,79,
ENG,86,88,86,83,87,88,
SCI,84,84,84,84,86,87,
SOC,66,69,71,67,66,67,
PE,96,97,100,99,96,99,
ART,90,93,94,93,90,95,

9th
MATH,80,78,80,78,81,81,
ENG,86,87,86,84,85,84,
SCI,91,91,93,88,92,89,
SOC,70,68,70,69,70,71,
PE,96,97,95,96,95,99,
ART,91,91,93,91,93,95,

10th
MATH,82,78,79,77,78,79,
ENG,84,88,87,83,85,85,
SCI,92,90,94,91,90,90,
SOC,67,65,67,68,67,67,
PE,95,98,97,96,96,98,
ART,93,90,90,90,91,92,

11th
MATH,76,78,76,77,81,76,
ENG,83,84,81,86,85,84,
SCI,87,89,92,90,92,88,
SOC,68,63,65,63,66,67,
PE,94,93,93,95,96,93,
ART,90,94,90,90,91,94,
