275597,12,

7th
MATH,72,73,72,74,75,72,
ENG,82,82,84,81,82,79,
SCI,89,91,89,86,88,86,
SOC,93,88,90,92,93,93,
PE,98,100,99,96,97,96,
ART,93,97,96,97,96,98,

8th
MATH,76,75,72,77,76,75,
ENG,84,80,83,83,82,81,
SCI,89,86,90,91,86,89,
SOC,90,90,89,87,91,87,
PE,96,100,97,96,98,97,
ART,93,94,92,92,95,97,

9th
MATH,80,78,80,79,79,76,
ENG,82,79,80,80,80,84,
SCI,91,95,90,92,90,95,
SOC,91,92,88,89,88,91,
PE,100,97,97,96,96,100,
ART,94,95,93,95,94,93,

10th
MATH,77,79,77,76,76,77,
ENG,85,85,83,80,82,85,
SCI,97,96,99,99,95,95,
SOC,87,88,91,91,90,91,
PE,97,99,96,99,96,96,
ART,89,89,92,93,94,89,

11th
MATH,71,72,71,73,73,75,
ENG,83,84,83,80,80,81,
SCI,96,99,97,99,98,99,
SOC,85,87,90,90,87,85,
PE,98,99,96,100,96,100,
ART,91,92,89,92,90,88,
