785086,11,

7th
MATH,81,79,76,77,76,76,
ENG,97,100,98,100,100,100,
SCI,80,77,78,78,78,77,
SOC,89,87,88,89,91,88,
PE,96,95,92,93,95,96,
ART,86,89,89,89,89,84,

8th
MATH,78,76,78,78,79,79,
ENG,95,99,100,96,97,98,
SCI,77,80,79,76,76,80,
SOC,88,86,90,86,88,88,
PE,92,92,91,93,91,91,
ART,86,85,85,84,84,83,

9th
MATH,77,77,78,75,80,78,
ENG,97,94,93,94,96,94,
SCI,78,75,77,75,79,76,
SOC,90,86,90,89,89,87,
PE,90,91,93,90,95,92,
ART,82,80,79,84,84,79,

10th
MATH,79,77,80,76,81,76,
ENG,94,91,96,93,96,91,
SCI,77,75,79,77,77,74,
SOC,89,91,88,89,87,87,
PE,95,92,93,95,94,91,
ART,80,76,76,81,80,79,
