766565,11,

7th
MATH,87,86,89,86,87,84,
ENG,69,72,68,72,70,72,
SCI,78,76,78,75,79,75,
SOC,79,77,79,78,80,77,
PE,100,100,100,100,96,98,
ART,82,81,78,83,82,80,

8th
MATH,84,88,88,88,86,83,
ENG,69,70,69,69,72,72,
SCI,78,79,79,77,76,75,
SOC,76,77,75,77,75,75,
PE,99,98,100,99,98,100,
ART,84,84,83,80,80,85,

9th
MATH,86,85,82,82,87,82,
ENG,69,71,70,69,72,73,
SCI,75,75,75,74,75,77,
SOC,76,74,75,79,76,77,
PE,97,100,100,98,99,100,
ART,81,79,80,81,81,79,

10th
MATH,86,82,81,82,86,81,
ENG,68,71,73,70,72,68,
SCI,72,72,72,74,75,77,
SOC,79,78,80,78,79,76,
PE,100,96,98,95,98,98,
ART,81,79,82,81,84,80,
