310302,11,

7th
MATH,99,94,97,99,99,98,
ENG,87,86,83,84,83,84,
SCI,91,92,94,93,89,89,
SOC,88,85,89,86,84,87,
PE,96,98,95,94,97,95,
ART,99,97,97,100,100,98,

8th
MATH,92,93,94,94,93,92,
ENG,84,81,85,82,82,83,
SCI,88,90,90,89,91,88,
SOC,90,85,86,85,88,90,
PE,99,96,99,97,99,97,
ART,96,98,99,99,100,99,

9th
MATH,95,91,93,92,92,95,
ENG,87,86,84,85,86,86,
SCI,94,93,89,90,94,91,
SOC,87,90,86,90,89,89,
PE,96,96,94,94,99,94,
ART,100,100,98,97,100,100,

10th
MATH,96,97,95,92,94,96,
ENG,82,85,86,84,83,82,
SCI,91,90,91,88,91,90,
SOC,88,84,84,84,86,89,
PE,94,94,97,93,96,95,
ART,100,100,97,98,100,100,
