550371,12,

7th
MATH,84,84,82,83,81,84,
ENG,99,99,97,98,97,100,
SCI,83,82,84,83,83,81,
SOC,71,73,72,70,74,71,
PE,97,94,96,96,97,94,
ART,81,83,84,84,83,80,

8th
MATH,83,79,83,79,79,80,
ENG,100,100,100,99,100,100,
SCI,86,86,85,88,87,84,
SOC,75,74,72,75,74,71,
PE,97,96,97,97,93,95,
ART,83,85,80,85,84,81,

9th
MATH,82,81,86,83,84,83,
ENG,97,98,99,100,99,100,
SCI,84,81,85,85,83,82,
SOC,74,78,78,74,78,74,
PE,94,92,94,95,93,92,
ART,84,84,79,84,83,81,

10th
MATH,84,82,84,83,80,80,
ENG,100,96,98,99,100,97,
SCI,85,86,83,84,83,86,
SOC,76,77,72,74,72,77,
PE,95,92,93,93,93,92,
ART,79,81,82,79,82,84,

11th
MATH,78,80,81,81,80,80,
ENG,98,97,99,99,98,97,
SCI,85,88,88,87,89,84,
SOC,75,72,74,73,77,75,
PE,92,91,90,91,91,93,
ART,81,80,79,81,79,83,
