891416,11,

7th
MATH,75,79,80,80,76,79,
ENG,82,85,86,84,86,85,
SCI,67,67,70,68,72,70,
SOC,84,83,79,79,81,81,
PE,98,99,95,98,97,97,
ART,81,80,82,82,77,80,

8th
MATH,72,72,72,73,73,75,
ENG,84,83,86,82,83,82,
SCI,69,71,68,69,71,68,
SOC,84,85,85,87,87,83,
PE,99,96,99,100,97,96,
ART,80,79,78,78,77,80,

9th
MATH,69,67,71,70,69,71,
ENG,83,83,83,82,82,85,
SCI,64,66,67,64,65,67,
SOC,87,86,89,87,89,89,
PE,94,94,94,99,95,99,
ART,81,79,77,81,76,77,

10th
MATH,73,68,72,68,72,73,
ENG,87,87,86,86,83,86,
SCI,67,64,65,66,68,65,
SOC,86,88,87,87,89,86,
PE,95,94,93,93,93,94,
ART,78,80,79,78,76,76,
