927087,11,

7th
MATH,87,87,87,86,86,84,
ENG,92,93,95,97,95,95,
SCI,95,93,94,95,96,97,
SOC,88,92,91,90,90,91,
PE,98,99,96,96,96,100,
ART,83,84,83,85,85,86,

8th
MATH,84,88,85,88,83,83,
ENG,95,95,93,96,96,95,
SCI,94,92,95,92,91,94,
SOC,88,87,85,85,88,86,
PE,100,100,99,97,97,100,
ART,84,83,81,82,79,81,

9th
MATH,88,86,89,88,87,90,
ENG,94,97,97,94,92,97,
SCI,89,89,89,90,88,89,
SOC,88,91,91,89,87,90,
PE,100,100,96,99,96,96,
ART,80,82,83,80,80,79,

10th
MATH,87,87,92,91,89,91,
ENG,95,91,94,95,93,94,
SCI,91,91,86,86,89,86,
SOC,88,93,92,93,93,89,
PE,100,96,99,97,99,99,
ART,81,76,80,79,77,78,
