901977,11,

7th
MATH,81,78,81,83,82,81,
ENG,74,74,71,76,72,74,
SCI,84,84,82,85,83,85,
SOC,69,69,71,68,68,68,
PE,95,98,98,95,95,96,
ART,82,77,78,80,77,79,

8th
MATH,84,80,84,84,79,84,
ENG,71,75,71,74,71,76,
SCI,83,83,83,82,82,83,
SOC,68,66,63,67,67,66,
PE,100,97,98,98,98,95,
ART,79,78,78,80,77,79,

9th
MATH,78,82,82,78,83,80,
ENG,72,74,72,73,74,71,
SCI,84,83,85,83,85,88,
SOC,62,63,66,65,64,62,
PE,98,97,99,96,99,96,
ART,76,78,76,77,76,78,

10th
MATH,78,77,80,78,77,80,
ENG,71,75,74,76,71,72,
SCI,90,91,91,89,86,86,
SOC,63,63,63,66,65,65,
PE,94,96,94,96,98,98,
ART,75,73,77,75,75,73,
