333299,11,

7th
MATH,78,75,77,79,78,79,
ENG,91,93,93,91,92,93,
SCI,85,86,82,85,84,84,
SOC,84,84,85,89,86,84,
PE,93,95,92,96,96,97,
ART,92,92,94,93,92,91,

8th
MATH,75,78,75,76,76,73,
ENG,92,91,94,93,93,90,
SCI,88,86,84,84,87,88,
SOC,85,85,88,86,84,87,
PE,92,96,93,92,96,92,
ART,91,90,95,92,91,93,

9th
MATH,73,71,73,73,75,74,
ENG,92,90,89,94,93,92,
SCI,87,84,89,89,89,85,
SOC,91,87,91,88,88,87,
PE,91,94,93,91,92,93,
ART,90,92,92,91,94,93,

10th
MATH,78,78,76,76,76,76,
ENG,92,94,91,91,91,93,
SCI,84,83,84,83,83,85,
SOC,85,86,87,89,89,86,
PE,90,92,92,93,93,91,
ART,90,90,90,93,92,90,
