348988,12,

7th
MATH,75,76,79,78,79,80,
ENG,92,97,92,95,94,92,
SCI,75,75,75,74,75,79,
SOC,82,82,83,86,84,85,
PE,97,100,96,98,97,100,
ART,95,95,93,94,95,93,

8th
MATH,78,77,74,75,77,78,
ENG,92,96,91,91,96,93,
SCI,76,74,77,76,74,75,
SOC,81,83,82,85,86,81,
PE,100,100,100,99,100,100,
ART,91,93,91,92,91,92,

9th
MATH,71,76,73,72,75,71,
ENG,92,88,90,91,91,92,
SCI,78,74,78,78,79,74,
SOC,82,86,83,82,82,81,
PE,100,100,100,100,100,100,
ART,93,93,89,91,93,90,

10th
MATH,72,71,75,74,73,74,
ENG,92,95,90,94,90,92,
SCI,78,76,77,74,75,77,
SOC,82,86,86,87,84,87,
PE,100,100,100,100,98,99,
ART,93,93,89,88,92,93,

11th
MATH,69,69,72,71,69,72,
ENG,90,93,91,90,92,90,
SCI,79,76,76,76,77,77,
SOC,81,82,82,85,80,80,
PE,100,100,98,100,97,100,
ART,86,89,91,87,89,87,
