146045,12,

7th
MATH,86,87,88,89,87,89,
ENG,89,89,88,91,93,88,
SCI,71,73,71,71,74,72,
SOC,85,86,87,83,87,84,
PE,95,98,96,97,98,100,
ART,95,95,92,97,93,93,

8th
MATH,87,85,86,87,86,87,
ENG,86,87,91,90,91,89,
SCI,75,73,74,70,73,75,
SOC,87,88,87,84,85,84,
PE,97,96,97,100,100,98,
ART,95,94,92,93,96,95,

9th
MATH,86,88,85,85,86,85,
ENG,87,90,90,88,92,90,
SCI,74,70,70,69,73,74,
SOC,83,84,84,83,84,86,
PE,99,100,99,99,99,99,
ART,95,95,93,95,94,93,

10th
MATH,83,87,85,87,84,87,
ENG,88,89,91,87,90,91,
SCI,71,70,74,73,71,72,
SOC,85,86,86,82,81,86,
PE,100,100,100,100,100,100,
ART,91,90,90,93,92,92,

11th
MATH,83,87,85,83,86,82,
ENG,93,93,93,89,88,91,
SCI,69,73,73,73,73,74,
SOC,83,85,82,85,82,86,
PE,98,100,98,100,100,100,
ART,92,92,89,94,91,89,
