684123,11,

7th
MATH,82,81,79,83,81,79,
ENG,71,70,73,71,70,72,
SCI,72,71,73,71,72,73,
SOC,89,87,88,89,85,87,
PE,97,100,97,99,100,99,
ART,88,89,90,93,89,90,

8th
MATH,76,79,78,75,78,76,
ENG,72,70,70,72,69,68,
SCI,70,74,70,74,69,70,
SOC,88,87,88,89,85,87,
PE,98,96,96,95,95,99,
ART,88,89,89,88,89,91,

9th
MATH,79,77,80,80,81,77,
ENG,73,70,73,70,71,68,
SCI,69,71,70,68,68,71,
SOC,87,86,87,84,84,89,
PE,97,94,96,94,99,98,
ART,85,86,88,87,86,85,

10th
MATH,73,77,78,77,78,74,
ENG,72,68,72,72,72,72,
SCI,67,72,72,67,71,68,
SOC,85,84,86,84,86,87,
PE,98,97,95,100,98,100,
ART,90,91,90,87,91,90,
