539019,11,

7th
MATH,72,71,72,73,73,70,
ENG,91,95,91,91,90,94,
SCI,83,85,84,80,81,83,
SOC,85,85,85,85,81,84,
PE,97,95,96,97,97,95,
ART,92,92,92,88,91,92,

8th
MATH,72,74,75,76,72,75,
ENG,94,93,91,95,94,91,
SCI,84,82,83,84,84,83,
SOC,83,81,84,81,83,80,
PE,93,95,93,96,94,95,
ART,87,89,87,87,87,92,

9th
MATH,72,75,73,73,70,74,
ENG,91,90,94,91,95,94,
SCI,83,85,81,85,82,85,
SOC,83,87,85,88,88,84,
PE,97,96,96,94,96,96,
ART,90,86,87,86,89,91,

10th
MATH,73,71,69,73,72,69,
ENG,93,92,95,92,95,90,
SCI,86,81,84,82,85,84,
SOC,83,86,84,86,86,87,
PE,93,98,96,96,96,97,
ART,87,89,91,89,90,91,
