003134

7th
MATH,82,83,82,82,83,82,
ENG,71,75,75,74,73,74,
SCI,92,93,94,92,92,94,
SOC,87,85,89,87,85,86,
PE,99,100,97,98,95,95,
ART,93,90,94,89,89,92,

8th
MATH,78,81,79,81,78,80,
ENG,68,68,72,71,70,69,
SCI,91,93,91,93,90,90,
SOC,89,88,90,87,87,88,
PE,98,96,95,98,96,99,
ART,94,92,94,89,90,89,

9th
MATH,78,81,78,82,82,83,
ENG,72,72,68,71,68,72,
SCI,93,95,94,93,91,96,
SOC,88,87,88,89,89,87,
PE,98,98,98,99,96,98,
ART,92,92,91,94,92,91,

10th
MATH,80,81,82,81,80,79,
ENG,71,68,70,68,73,73,
SCI,96,94,94,94,95,94,
SOC,88,86,88,89,90,85,
PE,96,96,97,97,100,96,
ART,93,89,92,90,93,90,

11th
MATH,82,82,78,80,81,80,
ENG,71,70,73,74,73,75,
SCI,95,94,91,94,91,92,
SOC,90,88,87,86,87,87,
PE,99,100,99,95,97,95,
ART,93,89,90,90,90,93,

12th
MATH,81,80,82,83,80,81,
ENG,76,72,72,73,73,76,
SCI,93,92,94,92,95,93,
SOC,89,87,85,85,88,88,
PE,95,99,98,97,98,100,
ART,93,89,93,90,92,94,
