026213,11,

7th
MATH,75,72,74,72,74,71,
ENG,92,93,95,93,90,92,
SCI,77,78,79,81,80,77,
SOC,72,76,73,72,75,75,
PE,97,97,94,94,94,95,
ART,90,86,89,90,90,90,

8th
MATH,74,76,71,75,71,72,
ENG,95,94,91,91,92,93,
SCI,78,79,77,77,76,78,
SOC,72,74,72,72,74,70,
PE,95,94,93,93,95,96,
ART,90,92,88,87,88,92,

9th
MATH,76,75,72,74,74,75,
ENG,92,91,93,93,93,90,
SCI,78,78,77,78,80,77,
SOC,69,67,69,72,69,67,
PE,93,92,92,93,92,93,
ART,89,89,92,90,91,92,

10th
MATH,72,71,72,71,75,74,
ENG,89,90,93,91,93,94,
SCI,79,83,79,81,83,79,
SOC,68,68,71,68,68,68,
PE,96,91,91,93,95,93,
ART,90,89,86,87,89,87,
