380447,12,

7th
MATH,89,93,92,88,91,92,
ENG,97,99,100,100,100,100,
SCI,96,98,97,96,97,98,
SOC,80,78,78,79,83,80,
PE,99,98,100,98,95,95,
ART,91,95,91,95,92,94,

8th
MATH,90,91,88,91,93,91,
ENG,100,99,100,100,100,100,
SCI,99,100,99,99,98,100,
SOC,75,78,75,78,75,76,
PE,100,98,96,99,100,97,
ART,95,96,97,97,96,95,

9th
MATH,92,88,91,89,92,90,
ENG,100,100,100,100,100,100,
SCI,98,98,99,98,97,100,
SOC,72,69,72,71,74,70,
PE,97,95,100,95,96,96,
ART,98,97,98,98,94,97,

10th
MATH,88,91,93,93,92,88,
ENG,100,100,100,100,100,100,
SCI,100,100,100,99,98,99,
SOC,67,68,70,68,67,66,
PE,98,98,98,97,95,100,
ART,91,93,91,91,95,94,

11th
MATH,88,89,92,92,89,90,
ENG,99,100,100,100,99,100,
SCI,100,100,100,100,100,100,
SOC,67,71,70,67,71,68,
PE,95,96,99,95,97,100,
ART,96,94,96,96,97,93,
