296210,12,

7th
MATH,78,82,83,79,83,82,
ENG,82,83,84,83,85,82,
SCI,94,95,94,94,95,98,
SOC,96,93,95,92,93,93,
PE,100,96,100,98,100,97,
ART,79,82,84,80,83,83,

8th
MATH,79,82,83,79,78,81,
ENG,87,84,88,88,88,86,
SCI,94,96,96,94,99,96,
SOC,89,90,92,94,93,92,
PE,99,99,96,99,97,95,
ART,81,81,84,83,80,80,

9th
MATH,79,78,83,78,81,81,
ENG,88,88,84,85,86,87,
SCI,96,95,99,95,97,98,
SOC,96,96,91,95,95,94,
PE,94,94,96,94,96,95,
ART,84,88,85,84,84,87,

10th
MATH,75,76,76,75,77,78,
ENG,88,89,84,89,87,84,
SCI,95,98,97,95,93,97,
SOC,94,96,95,91,92,96,
PE,96,94,94,97,96,97,
ART,88,91,88,87,90,90,

11th
MATH,71,73,70,71,70,72,
ENG,83,86,88,86,83,84,
SCI,95,95,98,97,94,98,
SOC,94,96,97,96,95,97,
PE,95,97,96,94,96,97,
ART,87,87,86,86,88,87,
