351635,12,

7th
MATH,94,91,92,91,93,90,
ENG,94,93,92,93,92,94,
SCI,71,70,71,75,73,70,
SOC,85,86,90,88,86,87,
PE,96,94,93,97,97,95,
ART,100,100,96,97,100,100,

8th
MATH,95,94,92,95,96,93,
ENG,95,93,94,90,91,93,
SCI,75,72,71,72,72,74,
SOC,93,90,91,88,88,91,
PE,93,94,96,95,93,94,
ART,95,97,98,96,98,99,

9th
MATH,92,89,92,89,89,92,
ENG,92,90,89,92,91,93,
SCI,73,74,72,73,69,74,
SOC,86,86,87,88,87,91,
PE,96,97,96,96,96,92,
ART,99,98,97,94,96,96,

10th
MATH,87,90,91,88,90,91,
ENG,93,95,91,92,92,92,
SCI,70,73,68,72,72,71,
SOC,91,91,87,89,90,92,
PE,90,95,90,94,95,90,
ART,97,97,100,100,100,100,

11th
MATH,90,91,95,95,95,93,
ENG,92,94,91,92,92,91,
SCI,72,70,69,70,68,69,
SOC,89,92,92,88,93,93,
PE,97,96,94,95,96,97,
ART,100,100,100,100,100,100,
