479849,11,

7th
MATH,96,94,97,96,97,96,
ENG,68,67,70,71,69,72,
SCI,71,68,71,69,73,68,
SOC,92,91,96,95,92,92,
PE,98,99,100,100,96,99,
ART,91,92,94,91,95,93,

8th
MATH,94,92,94,93,93,96,
ENG,70,66,66,67,68,68,
SCI,73,72,71,70,69,72,
SOC,92,94,94,90,92,89,
PE,97,96,98,99,100,97,
ART,92,91,91,94,96,95,

9th
MATH,96,93,93,91,96,96,
ENG,67,71,72,71,70,67,
SCI,72,70,69,69,72,73,
SOC,89,93,89,89,92,89,
PE,100,98,98,99,100,99,
ART,93,96,91,91,93,96,

10th
MATH,94,91,90,92,92,92,
ENG,68,72,69,68,68,72,
SCI,73,71,73,71,69,70,
SOC,92,95,97,93,95,97,
PE,100,100,99,100,100,99,
ART,92,95,94,95,91,91,
