594447,12,

7th
MATH,72,71,75,75,72,71,
ENG,70,74,71,73,70,71,
SCI,78,77,76,78,74,76,
SOC,92,92,97,93,95,93,
PE,98,95,96,99,98,97,
ART,97,94,95,98,98,96,

8th
MATH,72,71,73,75,74,72,
ENG,74,70,75,74,70,75,
SCI,75,79,75,77,75,77,
SOC,94,92,96,94,92,97,
PE,94,96,98,99,99,97,
ART,94,96,96,95,94,96,

9th
MATH,74,71,75,74,71,72,
ENG,75,75,72,75,70,72,
SCI,77,75,75,77,76,79,
SOC,92,96,92,91,92,94,
PE,99,98,97,99,94,96,
ART,99,97,99,99,94,94,

10th
MATH,74,72,75,72,70,72,
ENG,73,73,73,74,72,75,
SCI,79,82,77,77,79,79,
SOC,95,96,95,92,95,96,
PE,96,94,99,99,97,96,
ART,99,99,98,95,94,99,

11th
MATH,73,74,74,78,73,77,
ENG,72,73,72,71,71,72,
SCI,81,79,83,84,83,80,
SOC,92,94,96,96,95,91,
PE,97,94,95,95,96,94,
ART,95,95,99,96,97,95,
