080002,12,

7th
MATH,79,81,78,79,78,81,
ENG,71,75,74,75,76,74,
SCI,89,89,90,87,85,88,
SOC,72,74,75,70,71,70,
PE,96,95,96,97,94,96,
ART,87,88,85,83,86,84,

8th
MATH,82,79,80,84,81,80,
ENG,73,73,71,70,74,72,
SCI,94,91,93,90,90,92,
SOC,70,73,70,73,75,73,
PE,97,92,96,92,96,94,
ART,86,86,84,85,84,88,

9th
MATH,80,80,80,83,78,80,
ENG,69,69,69,69,70,72,
SCI,90,86,87,86,87,89,
SOC,73,74,71,69,71,73,
PE,92,92,95,91,95,95,
ART,83,87,84,86,87,83,

10th
MATH,80,78,83,83,82,79,
ENG,70,68,70,70,68,72,
SCI,91,86,86,91,89,89,
SOC,74,72,71,69,69,71,
PE,89,90,93,89,91,89,
ART,88,87,85,84,84,85,

11th
MATH,76,76,78,77,81,80,
ENG,68,66,69,68,69,68,
SCI,86,85,82,83,85,85,
SOC,72,68,73,72,68,70,
PE,87,87,92,87,88,91,
ART,90,89,86,87,90,87,
