780079,11,

7th
MATH,77,77,79,81,80,76,
ENG,71,71,75,73,76,72,
SCI,96,92,92,92,94,94,
SOC,86,90,86,89,90,90,
PE,97,96,92,92,96,97,
ART,94,90,92,90,91,92,

8th
MATH,73,74,76,72,74,77,
ENG,74,76,78,79,75,76,
SCI,92,94,93,95,94,93,
SOC,86,87,88,86,84,88,
PE,94,94,92,93,96,96,
ART,92,94,93,95,93,92,

9th
MATH,75,76,76,74,74,73,
ENG,79,81,79,81,78,78,
SCI,92,93,96,95,93,94,
SOC,86,85,86,85,85,84,
PE,96,93,94,94,93,97,
ART,95,94,93,90,95,95,

10th
MATH,73,71,73,71,69,72,
ENG,77,77,78,81,77,81,
SCI,93,91,93,92,91,92,
SOC,82,81,84,84,84,85,
PE,96,97,95,94,92,93,
ART,94,93,90,91,94,91,
