411947,12,

7th
MATH,90,88,86,90,88,88,
ENG,73,74,73,73,72,76,
SCI,85,86,86,81,84,83,
SOC,94,94,95,95,92,96,
PE,93,97,97,92,93,92,
ART,89,88,91,90,90,91,

8th
MATH,89,88,84,87,88,87,
ENG,75,72,75,72,72,73,
SCI,83,82,82,82,82,83,
SOC,94,94,92,92,94,94,
PE,97,97,92,97,93,93,
ART,87,88,91,89,89,87,

9th
MATH,87,85,86,87,85,88,
ENG,73,71,72,75,71,72,
SCI,84,81,79,84,84,84,
SOC,92,94,91,92,93,91,
PE,93,95,94,94,92,93,
ART,91,90,87,86,86,88,

10th
MATH,87,85,84,82,82,82,
ENG,70,73,75,74,75,75,
SCI,80,80,78,81,78,83,
SOC,94,91,90,89,90,93,
PE,96,94,96,94,95,93,
ART,89,90,86,89,91,86,

11th
MATH,85,87,89,88,89,89,
ENG,73,70,70,72,71,70,
SCI,83,81,82,79,82,78,
SOC,88,92,93,89,88,88,
PE,96,96,93,93,93,92,
ART,91,87,87,89,87,90,
