036041,12,

7th
MATH,93,89,91,91,93,92,
ENG,88,90,93,92,90,92,
SCI,95,92,93,93,94,93,
SOC,83,84,83,84,84,86,
PE,98,94,95,95,96,96,
ART,81,80,79,78,82,81,

8th
MATH,90,93,90,90,89,90,
ENG,89,85,86,86,87,85,
SCI,94,98,96,97,94,93,
SOC,85,86,84,81,83,84,
PE,94,95,98,94,94,95,
ART,83,82,79,81,80,82,

9th
MATH,87,89,89,89,88,88,
ENG,83,87,85,83,82,83,
SCI,94,96,91,96,95,91,
SOC,84,84,85,82,82,84,
PE,99,97,96,96,99,99,
ART,80,79,82,79,81,83,

10th
MATH,94,89,94,94,92,93,
ENG,83,80,79,82,84,80,
SCI,93,94,92,95,95,92,
SOC,84,85,86,83,86,81,
PE,94,97,96,95,96,98,
ART,78,79,83,80,80,81,

11th
MATH,91,92,89,87,90,90,
ENG,77,77,81,79,80,78,
SCI,94,95,94,92,97,94,
SOC,83,84,81,82,86,83,
PE,97,94,97,94,98,98,
ART,79,79,83,79,80,82,
