617229,12,

7th
MATH,69,69,72,70,71,73,
ENG,94,94,96,97,97,95,
SCI,90,88,88,92,91,87,
SOC,68,68,71,71,68,68,
PE,100,100,100,99,100,100,
ART,88,85,88,86,85,87,

8th
MATH,72,71,73,73,73,68,
ENG,95,95,93,98,96,95,
SCI,90,90,88,91,88,86,
SOC,68,71,68,72,72,72,
PE,98,98,100,97,100,97,
ART,88,87,85,87,87,84,

9th
MATH,70,73,73,68,70,71,
ENG,91,94,92,91,92,96,
SCI,86,89,85,90,85,86,
SOC,72,67,70,72,68,69,
PE,96,96,99,96,100,96,
ART,85,83,83,85,83,87,

10th
MATH,70,69,71,69,73,72,
ENG,91,90,92,87,92,89,
SCI,87,86,88,86,86,89,
SOC,66,69,69,69,69,66,
PE,99,98,97,100,97,97,
ART,87,84,88,83,88,84,

11th
MATH,69,72,68,73,73,70,
ENG,90,92,90,91,94,89,
SCI,84,85,88,84,86,88,
SOC,71,70,68,69,66,66,
PE,97,97,99,100,96,96,
ART,88,86,84,86,85,85,
