808851,11,

7th
MATH,88,86,85,85,87,90,
ENG,73,70,72,74,72,71,
SCI,96,98,97,95,94,95,
SOC,84,85,84,82,80,82,
PE,96,98,100,100,97,96,
ART,98,96,96,96,97,95,

8th
MATH,87,86,84,84,87,85,
ENG,70,75,70,70,73,75,
SCI,93,95,93,98,93,95,
SOC,86,86,87,86,83,84,
PE,100,98,96,96,95,98,
ART,95,96,94,97,99,98,

9th
MATH,87,84,86,86,87,87,
ENG,69,70,70,69,73,69,
SCI,95,92,93,95,92,97,
SOC,84,86,87,88,88,84,
PE,97,97,95,99,97,98,
ART,97,97,93,98,95,97,

10th
MATH,85,87,85,86,83,84,
ENG,65,67,65,66,69,68,
SCI,98,94,94,98,96,95,
SOC,86,84,83,88,87,88,
PE,94,94,95,96,98,95,
ART,98,95,97,93,96,97,
