002008

7th
MATH,80,79,79,77,77,75,
ENG,94,93,95,97,96,92,
SCI,95,97,96,96,97,99,
SOC,78,74,74,77,75,75,
PE,97,98,100,96,96,100,
ART,87,85,87,85,84,82,

8th
MATH,77,73,74,75,78,73,
ENG,93,97,95,93,92,95,
SCI,97,95,98,99,99,97,
SOC,79,75,74,76,75,74,
PE,100,96,99,98,96,98,
ART,86,86,86,84,87,85,

9th
MATH,74,79,78,75,74,78,
ENG,91,95,96,95,93,92,
SCI,96,100,96,100,98,98,
SOC,74,75,76,74,79,78,
PE,100,100,98,100,100,97,
ART,84,87,86,82,85,82,

10th
MATH,73,75,77,76,75,77,
ENG,98,94,98,98,93,96,
SCI,97,100,96,97,100,97,
SOC,76,75,78,78,75,76,
PE,99,98,100,100,96,99,
ART,86,86,85,85,83,82,

11th
MATH,76,80,79,76,76,81,
ENG,96,97,99,98,99,100,
SCI,97,100,98,100,100,100,
SOC,74,77,75,74,79,77,
PE,98,98,100,96,97,99,
ART,86,82,82,84,85,83,

12th
MATH,76,76,77,76,77,75,
ENG,100,100,100,100,100,98,
SCI,100,100,100,99,100,99,
SOC,74,75,78,79,75,74,
PE,100,99,100,100,98,97,
ART,87,84,85,82,83,85,
